tail_num,aircraft_manufacturer,aircraft_model,engine,first_flight
N760US,Airbus,A319,2 x CFMI CFM56-5B6/P,14/10/2000
N762US,Airbus,A319,2 x CFMI CFM56-5B6/P,19/10/2000
N763US,Airbus,A319,2 x CFMI CFM56-5B6/P,19/10/2000
N764US,Airbus,A319,2 x CFMI CFM56-5B6/P,28/10/2000
N765US,Airbus,A319,2 x CFMI CFM56-5B6/P,10/11/2000
N817AW,Airbus,A319,2 x IAE V2524-A5,01/11/2000
N818AW,Airbus,A319,2 x IAE V2524-A5,17/11/2000
N766US,Airbus,A319,2 x CFMI CFM56-5B6/P,08/11/2000
N767UW,Airbus,A319,2 x CFMI CFM56-5B6/P,14/11/2000
N768US,Airbus,A319,2 x CFMI CFM56-5B6/P,23/11/2000
N769US,Airbus,A319,2 x CFMI CFM56-5B6/P,24/11/2000
N320NB,Airbus,A319,2 x CFMI CFM56-5A5,29/11/2000
N770UW,Airbus,A319,2 x CFMI CFM56-5B6/P,30/11/2000
N819AW,Airbus,A319,2 x IAE V2524-A5,30/11/2000
N820AW,Airbus,A319,2 x IAE V2524-A5,01/12/2000
N833UA,Airbus,A319,2 x IAE V2522-A5,08/12/2000
N821AW,Airbus,A319,2 x IAE V2524-A5,18/12/2000
N822AW,Airbus,A319,2 x IAE V2524-A5,21/12/2000
N321NB,Airbus,A319,2 x CFMI CFM56-5A5,05/01/2001
N834UA,Airbus,A319,2 x IAE V2522-A5,15/01/2001
N835UA,Airbus,A319,2 x IAE V2522-A5,19/01/2001
N322NB,Airbus,A319,2 x CFMI CFM56-5A5,01/02/2001
N323NB,Airbus,A319,2 x CFMI CFM56-5A5,23/02/2001
N324NB,Airbus,A319,2 x CFMI CFM56-5A5,28/02/2001
N836UA,Airbus,A319,2 x IAE V2522-A5,02/03/2001
N823AW,Airbus,A319,2 x IAE V2524-A5,23/03/2001
N837UA,Airbus,A319,2 x IAE V2522-A5,30/03/2001
N838UA,Airbus,A319,2 x IAE V2522-A5,04/04/2001
N325NB,Airbus,A319,2 x CFMI CFM56-5A5,02/04/2001
N824AW,Airbus,A319,2 x IAE V2524-A5,24/04/2001
N326NB,Airbus,A319,2 x CFMI CFM56-5A5,07/05/2001
N327NB,Airbus,A319,2 x CFMI CFM56-5A5,26/04/2001
N839UA,Airbus,A319,2 x IAE V2522-A5,08/05/2001
N902FR,Airbus,A319,2 x CFMI CFM56-5B6/P,30/05/2001
N328NB,Airbus,A319,2 x CFMI CFM56-5A5,30/05/2001
N840UA,Airbus,A319,2 x IAE V2522-A5,29/05/2001
N825AW,Airbus,A319,2 x IAE V2524-A5,22/06/2001
N826AW,Airbus,A319,2 x IAE V2524-A5,27/06/2001
N329NB,Airbus,A319,2 x CFMI CFM56-5A5,03/07/2001
N841UA,Airbus,A319,2 x IAE V2522-A5,29/06/2001
N827AW,Airbus,A319,2 x IAE V2524-A5,29/06/2001
N330NB,Airbus,A319,2 x CFMI CFM56-5A5,03/07/2001
N828AW,Airbus,A319,2 x IAE V2524-A5,06/07/2001
N829AW,Airbus,A319,2 x IAE V2524-A5,20/07/2001
N830AW,Airbus,A319,2 x IAE V2524-A5,24/07/2001
N331NB,Airbus,A319,2 x CFMI CFM56-5A5,25/07/2001
N842UA,Airbus,A319,2 x IAE V2522-A5,27/07/2001
N332NB,Airbus,A319,2 x CFMI CFM56-5A5,01/08/2001
N843UA,Airbus,A319,2 x IAE V2522-A5,08/08/2001
N831AW,Airbus,A319,2 x IAE V2524-A5,16/08/2001
N844UA,Airbus,A319,2 x IAE V2522-A5,04/09/2001
N333NB,Airbus,A319,2 x CFMI CFM56-5A5,07/09/2001
N845UA,Airbus,A319,2 x IAE V2522-A5,03/09/2001
N846UA,Airbus,A319,2 x IAE V2522-A5,28/09/2001
N847UA,Airbus,A319,2 x IAE V2522-A5,19/11/2001
N634MX,Airbus,A319,2 x CFMI CFM56-5B6/P,13/12/2001
N832AW,Airbus,A319,2 x IAE V2524-A5,06/12/2001
N848UA,Airbus,A319,2 x IAE V2522-A5,07/01/2002
N849UA,Airbus,A319,2 x IAE V2522-A5,18/01/2002
N850UA,Airbus,A319,2 x IAE V2522-A5,24/01/2002
N334NB,Airbus,A319,2 x CFMI CFM56-5A5,22/12/2001
N335NB,Airbus,A319,2 x CFMI CFM56-5A5,21/12/2001
N851UA,Airbus,A319,2 x IAE V2522-A5,25/02/2002
N852UA,Airbus,A319,2 x IAE V2522-A5,07/03/2002
N336NB,Airbus,A319,2 x CFMI CFM56-5A5,07/02/2002
N337NB,Airbus,A319,2 x CFMI CFM56-5A5,01/02/2002
N853UA,Airbus,A319,2 x IAE V2522-A5,04/03/2002
N338NB,Airbus,A319,2 x CFMI CFM56-5A5,12/02/2002
N339NB,Airbus,A319,2 x CFMI CFM56-5A5,07/03/2002
N340NB,Airbus,A319,2 x CFMI CFM56-5A5,15/03/2002
N854UA,Airbus,A319,2 x IAE V2522-A5,18/04/2002
N855UA,Airbus,A319,2 x IAE V2522-A5,26/04/2002
N341NB,Airbus,A319,2 x CFMI CFM56-5A5,16/04/2002
N342NB,Airbus,A319,2 x CFMI CFM56-5A5,16/05/2002
N343NB,Airbus,A319,2 x CFMI CFM56-5A5,27/05/2002
N344NB,Airbus,A319,2 x CFMI CFM56-5A5,13/06/2002
N345NB,Airbus,A319,2 x CFMI CFM56-5A5,24/06/2002
N910FR,Airbus,A319,2 x CFMI CFM56-5B6/P,20/06/2002
N346NB,Airbus,A319,2 x CFMI CFM56-5A5,12/08/2002
N347NB,Airbus,A319,2 x CFMI CFM56-5A5,07/08/2002
N348NB,Airbus,A319,2 x CFMI CFM56-5A5,22/08/2002
N349NB,Airbus,A319,2 x CFMI CFM56-5A5,11/09/2002
N351NB,Airbus,A319,2 x CFMI CFM56-5A5,10/09/2002
N352NB,Airbus,A319,2 x CFMI CFM56-5A5,16/09/2002
N353NB,Airbus,A319,2 x CFMI CFM56-5A5,23/09/2002
N354NB,Airbus,A319,2 x CFMI CFM56-5A5,09/10/2002
N355NB,Airbus,A319,2 x CFMI CFM56-5A5,14/10/2002
N833AW,Airbus,A319,2 x IAE V2524-A5,21/10/2002
N357NB,Airbus,A319,2 x CFMI CFM56-5A5,21/11/2002
N358NB,Airbus,A319,2 x CFMI CFM56-5A5,17/12/2002
N359NB,Airbus,A319,2 x CFMI CFM56-5A5,10/02/2003
N918FR,Airbus,A319,2 x CFMI CFM56-5B5/3,05/03/2003
N360NB,Airbus,A319,2 x CFMI CFM56-5A5,18/03/2003
N871UA,Airbus,A319,2 x IAE V2524-A5,04/04/2003
N361NB,Airbus,A319,2 x CFMI CFM56-5A5,24/04/2003
N771XF,Airbus,A319,2 x CFMI CFM56-5B6/P,05/05/2003
N362NB,Airbus,A319,2 x CFMI CFM56-5A5,19/05/2003
N872UA,Airbus,A319,2 x IAE V2524-A5,15/05/2003
N363NB,Airbus,A319,2 x CFMI CFM56-5A5,21/05/2003
N772XF,Airbus,A319,2 x CFMI CFM56-5B6/P,02/06/2003
N364NB,Airbus,A319,2 x CFMI CFM56-5A5,13/06/2003
N873UA,Airbus,A319,2 x IAE V2524-A5,27/06/2003
N874UA,Airbus,A319,2 x IAE V2524-A5,04/07/2003
N921FR,Airbus,A319,2 x CFMI CFM56-5B5/3,30/06/2003
N773XF,Airbus,A319,2 x CFMI CFM56-5B6/P,02/07/2003
N365NB,Airbus,A319,2 x CFMI CFM56-5A5,17/07/2003
N774XF,Airbus,A319,2 x CFMI CFM56-5B6/P,28/07/2003
N366NB,Airbus,A319,2 x CFMI CFM56-5A5,22/07/2003
N368NB,Airbus,A319,2 x CFMI CFM56-5A5,18/08/2003
N369NB,Airbus,A319,2 x CFMI CFM56-5A5,01/09/2003
N370NB,Airbus,A319,2 x CFMI CFM56-5A5,17/11/2003
N371NB,Airbus,A319,2 x CFMI CFM56-5A5,19/11/2003
N925FR,Airbus,A319,2 x CFMI CFM56-5B5/3,04/02/2004
N337NV,Airbus,A319,2 x CFMI CFM56-5B5/3,05/02/2004
N336NV,Airbus,A319,2 x CFMI CFM56-5B5/3,03/02/2004
N775XF,Airbus,A319,2 x CFMI CFM56-5B6/P,17/03/2004
N875UA,Airbus,A319,2 x IAE V2524-A5,01/04/2004
N876UA,Airbus,A319,2 x IAE V2524-A5,29/03/2004
N776XF,Airbus,A319,2 x CFMI CFM56-5B6/P,23/03/2004
N310NV,Airbus,A319,2 x CFMI CFM56-5B6/P,20/04/2004
N877UA,Airbus,A319,2 x IAE V2524-A5,29/04/2004
N928FR,Airbus,A319,2 x CFMI CFM56-5B5/3,13/05/2004
N304NV,Airbus,A319,2 x CFMI CFM56-5B6/P,18/06/2004
N303NV,Airbus,A319,2 x CFMI CFM56-5B6/P,02/07/2004
N312NV,Airbus,A319,2 x CFMI CFM56-5B5/3,25/08/2004
N313NV,Airbus,A319,2 x CFMI CFM56-5B5/3,10/09/2004
N834AW,Airbus,A319,2 x IAE V2524-A5,02/09/2004
N301NV,Airbus,A319,2 x CFMI CFM56-5B5/3,21/10/2004
N478TA,Airbus,A319,2 x IAE V2524-A5,29/10/2004
N314NV,Airbus,A319,2 x CFMI CFM56-5B5/3,25/11/2004
N878UA,Airbus,A319,2 x IAE V2524-A5,05/01/2005
N338NV,Airbus,A319,2 x CFMI CFM56-5B5/3,16/12/2004
N302NV,Airbus,A319,2 x CFMI CFM56-5B6/P,13/01/2005
N305NV,Airbus,A319,2 x CFMI CFM56-5B5/3,01/02/2005
N938FR,Airbus,A319,2 x CFMI CFM56-5B6/P,17/02/2005
N879UA,Airbus,A319,2 x IAE V2524-A5,17/02/2005
N315NV,Airbus,A319,2 x CFMI CFM56-5B5/3,07/02/2005
N306NV,Airbus,A319,2 x CFMI CFM56-5B5/3,24/02/2005
N880UA,Airbus,A319,2 x IAE V2524-A5,07/03/2005
N307NV,Airbus,A319,2 x CFMI CFM56-5B5/3,25/02/2005
N502NK,Airbus,A319,2 x IAE V2524-A5,11/03/2005
N881UA,Airbus,A319,2 x IAE V2524-A5,16/03/2005
N479TA,Airbus,A319,2 x IAE V2524-A5,01/04/2005
N939FR,Airbus,A319,2 x CFMI CFM56-5B6/P,06/04/2005
N308NV,Airbus,A319,2 x CFMI CFM56-5B6/P,01/04/2005
N835AW,Airbus,A319,2 x IAE V2524-A5,26/04/2005
N503NK,Airbus,A319,2 x IAE V2524-A5,28/04/2005
N504NK,Airbus,A319,2 x IAE V2524-A5,18/05/2005
N317NV,Airbus,A319,2 x CFMI CFM56-5B5/3,24/05/2005
N316NV,Airbus,A319,2 x CFMI CFM56-5B5/3,11/05/2005
N941FR,Airbus,A319,2 x CFMI CFM56-5B6/P,01/06/2005
N505NK,Airbus,A319,2 x IAE V2524-A5,06/06/2005
N506NK,Airbus,A319,2 x IAE V2524-A5,13/06/2005
N318NV,Airbus,A319,2 x CFMI CFM56-5B5/3,20/05/2005
N2301U,Airbus,A319,2 x CFMI CFM56-5B5/3,31/05/2005
N319NV,Airbus,A319,2 x CFMI CFM56-5B5/3,15/06/2005
N882UA,Airbus,A319,2 x IAE V2524-A5,28/06/2005
N320NV,Airbus,A319,2 x CFMI CFM56-5B5/3,20/06/2005
N943FR,Airbus,A319,2 x CFMI CFM56-5B6/P,07/07/2005
N321NV,Airbus,A319,2 x CFMI CFM56-5B5/3,01/07/2005
N322NV,Airbus,A319,2 x CFMI CFM56-5B5/3,07/07/2005
N323NV,Airbus,A319,2 x CFMI CFM56-5B5/3,20/07/2005
N327NV,Airbus,A319,2 x CFMI CFM56-5B5/3,07/09/2005
N507NK,Airbus,A319,2 x IAE V2524-A5,15/09/2005
N508NK,Airbus,A319,2 x IAE V2524-A5,23/09/2005
N836AW,Airbus,A319,2 x IAE V2524-A5,27/09/2005
N883UA,Airbus,A319,2 x IAE V2524-A5,30/09/2005
N3303U,Airbus,A319,2 x CFMI CFM56-5B5/3,23/09/2005
N884UA,Airbus,A319,2 x IAE V2524-A5,05/10/2005
N326NV,Airbus,A319,2 x CFMI CFM56-5B5/3,11/10/2005
N837AW,Airbus,A319,2 x IAE V2524-A5,20/10/2005
N509NK,Airbus,A319,2 x IAE V2524-A5,02/11/2005
N838AW,Airbus,A319,2 x IAE V2524-A5,09/11/2005
N510NK,Airbus,A319,2 x IAE V2524-A5,22/11/2005
N331NV,Airbus,A319,2 x CFMI CFM56-5B6/P,28/11/2005
N5867U,Airbus,A319,2 x IAE V2524-A5,01/12/2005
N3305U,Airbus,A319,2 x CFMI CFM56-5B5/3,30/11/2005
N332NV,Airbus,A319,2 x CFMI CFM56-5B5/3,06/12/2005
N4868U,Airbus,A319,2 x IAE V2524-A5,21/12/2005
N889UA,Airbus,A319,2 x IAE V2524-A5,04/01/2006
N839AW,Airbus,A319,2 x IAE V2524-A5,18/01/2006
N512NK,Airbus,A319,2 x IAE V2524-A5,24/01/2006
N5307U,Airbus,A319,2 x CFMI CFM56-5B5/3,26/01/2006
N514NK,Airbus,A319,2 x IAE V2524-A5,27/01/2006
N840AW,Airbus,A319,2 x IAE V2524-A5,02/02/2006
N6308U,Airbus,A319,2 x CFMI CFM56-5B5/3,08/02/2006
N515NK,Airbus,A319,2 x IAE V2524-A5,17/02/2006
N311NV,Airbus,A319,2 x CFMI CFM56-5B5/3,17/02/2006
N516NK,Airbus,A319,2 x IAE V2524-A5,28/02/2006
N324NV,Airbus,A319,2 x CFMI CFM56-5B5/3,15/02/2006
N517NK,Airbus,A319,2 x IAE V2524-A5,02/03/2006
N1235V,Airbus,A319,2 x IAE V2524-A5,04/04/2006
N519NK,Airbus,A319,2 x IAE V2524-A5,22/03/2006
N325NV,Airbus,A319,2 x CFMI CFM56-5B5/3,20/03/2006
N4869U,Airbus,A319,2 x IAE V2524-A5,23/03/2006
N870UB,Airbus,A319,2 x IAE V2524-A5,22/03/2006
N3618F,Airbus,A319,2 x CFMI CFM56-5B7/P,20/04/2006
N9312U,Airbus,A319,2 x CFMI CFM56-5B5/3,31/03/2006
N521VA,Airbus,A319,2 x CFMI CFM56-5B6/P,03/05/2006
N330NV,Airbus,A319,2 x CFMI CFM56-5B5/3,18/05/2006
N333NV,Airbus,A319,2 x CFMI CFM56-5B5/3,19/05/2006
N521NK,Airbus,A319,2 x IAE V2524-A5,30/05/2006
N522VA,Airbus,A319,2 x CFMI CFM56-5B6/P,16/06/2006
N890UA,Airbus,A319,2 x IAE V2524-A5,24/06/2006
N8320U,Airbus,A319,2 x CFMI CFM56-5B5/3,14/04/2006
N328NV,Airbus,A319,2 x CFMI CFM56-5B6/P,27/06/2006
N334NV,Airbus,A319,2 x CFMI CFM56-5B5/3,05/07/2006
N177XF,Airbus,A319,2 x CFMI CFM56-5B6/P,10/07/2006
N335NV,Airbus,A319,2 x CFMI CFM56-5B5/3,01/08/2006
N949FR,Airbus,A319,2 x CFMI CFM56-5B6/P,03/08/2006
N329NV,Airbus,A319,2 x CFMI CFM56-5B5/3,29/08/2006
N522NK,Airbus,A319,2 x IAE V2524-A5,25/09/2006
N523NK,Airbus,A319,2 x IAE V2524-A5,05/10/2006
N891UA,Airbus,A319,2 x IAE V2524-A5,25/09/2006
N524NK,Airbus,A319,2 x IAE V2524-A5,31/10/2006
N892UA,Airbus,A319,2 x IAE V2524-A5,10/11/2006
N525NK,Airbus,A319,2 x IAE V2524-A5,14/11/2006
N893UA,Airbus,A319,2 x IAE V2524-A5,14/11/2006
N526NK,Airbus,A319,2 x IAE V2524-A5,29/11/2006
N894UA,Airbus,A319,2 x IAE V2524-A5,04/12/2006
N527NK,Airbus,A319,2 x IAE V2524-A5,14/12/2006
N501VL,Airbus,A319,2 x IAE V2527M-A5,16/11/2006
N528NK,Airbus,A319,2 x IAE V2524-A5,20/12/2006
N529NK,Airbus,A319,2 x IAE V2524-A5,10/01/2007
N530NK,Airbus,A319,2 x IAE V2524-A5,23/01/2007
N895UA,Airbus,A319,2 x IAE V2524-A5,26/01/2007
N531NK,Airbus,A319,2 x IAE V2524-A5,18/01/2007
N480TA,Airbus,A319,2 x IAE V2524-A5,28/02/2007
N309NV,Airbus,A319,2 x CFMI CFM56-5B5/3,23/03/2007
N896UA,Airbus,A319,2 x IAE V2524-A5,30/05/2007
N532NK,Airbus,A319,2 x IAE V2524-A5,09/06/2007
N523VA,Airbus,A319,2 x CFMI CFM56-5B6/P,25/06/2007
N524VA,Airbus,A319,2 x CFMI CFM56-5B6/P,12/07/2007
N520TA,Airbus,A319,2 x IAE V2524-A5,28/08/2007
N4888U,Airbus,A319,2 x IAE V2524-A5,20/09/2007
N897UA,Airbus,A319,2 x IAE V2524-A5,01/10/2007
N521TA,Airbus,A319,2 x IAE V2524-A5,05/10/2007
N898UA,Airbus,A319,2 x IAE V2524-A5,10/11/2007
N525VA,Airbus,A319,2 x CFMI CFM56-5B6/P,19/11/2007
N899UA,Airbus,A319,2 x IAE V2524-A5,07/12/2007
N526VA,Airbus,A319,2 x CFMI CFM56-5B6/P,17/12/2007
N533NK,Airbus,A319,2 x IAE V2524-A5,28/01/2008
N534NK,Airbus,A319,2 x IAE V2524-A5,30/01/2008
N527VA,Airbus,A319,2 x CFMI CFM56-5B6/P,20/02/2008
N528VA,Airbus,A319,2 x CFMI CFM56-5B6/P,14/03/2008
N503VL,Airbus,A319,2 x IAE V2524-A5,03/04/2008
N504VL,Airbus,A319,2 x IAE V2527M-A5,08/07/2008
N647AV,Airbus,A319,2 x CFMI CFM56-5B7/P,15/09/2008
N529VA,Airbus,A319,2 x CFMI CFM56-5B6/P,18/10/2008
N530VA,Airbus,A319,2 x CFMI CFM56-5B6/P,22/10/2008
N691AV,Airbus,A319,2 x CFMI CFM56-5B7/P,29/10/2008
N778XF,Airbus,A319,2 x CFMI CFM56-5B6/P,30/11/2009
N422AV,Airbus,A319,2 x CFMI CFM56-5B7/P,13/02/2010
N535NK,Airbus,A319,2 x IAE V2527M-A5,30/07/2010
N536NK,Airbus,A319,2 x IAE V2527M-A5,13/08/2010
N557AV,Airbus,A319,2 x CFMI CFM56-5B7/P,21/02/2012
N519AV,Airbus,A319,2 x CFMI CFM56-5B7/P,16/04/2012
N522TA,Airbus,A319,2 x IAE V2524-A5,03/07/2012
N524TA,Airbus,A319,2 x IAE V2524-A5,24/08/2012
N9015D,Airbus,A319,2 x CFMI CFM56-5B7/P,23/11/2012
N703AV,Airbus,A319,2 x IAE V2524-A5,18/01/2013
N8001N,Airbus,A319,2 x CFMI CFM56-5B6/P,10/07/2013
N9002U,Airbus,A319,2 x CFMI CFM56-5B6/P,15/07/2013
N93003,Airbus,A319,2 x CFMI CFM56-5B7/P,19/07/2013
N9004F,Airbus,A319,2 x CFMI CFM56-5B7/P,12/08/2013
N4005X,Airbus,A319,2 x CFMI CFM56-5B6/P,14/08/2013
N9006,Airbus,A319,2 x CFMI CFM56-5B7/P,20/08/2013
N5007E,Airbus,A319,2 x CFMI CFM56-5B7/P,13/09/2013
N9008U,Airbus,A319,2 x CFMI CFM56-5B7/P,20/09/2013
N8009T,Airbus,A319,2 x CFMI CFM56-5B7/P,21/09/2013
N9010R,Airbus,A319,2 x CFMI CFM56-5B7/P,23/09/2013
N9011P,Airbus,A319,2 x CFMI CFM56-5B7/P,30/09/2013
N9012,Airbus,A319,2 x CFMI CFM56-5B7/P,08/10/2013
N9013A,Airbus,A319,2 x CFMI CFM56-5B7/P,04/10/2013
N3014R,Airbus,A319,2 x CFMI CFM56-5B7/P,05/11/2013
N690AV,Airbus,A319,2 x IAE V2524-A5,20/01/2014
N9016,Airbus,A319,2 x CFMI CFM56-5B7/P,24/03/2014
N694AV,Airbus,A319,2 x IAE V2524-A5,07/04/2014
N9017P,Airbus,A319,2 x CFMI CFM56-5B6/P,22/04/2014
N695AV,Airbus,A319,2 x IAE V2524-A5,06/05/2014
N730AV,Airbus,A319,2 x IAE V2524-A5,12/06/2014
N9018E,Airbus,A319,2 x CFMI CFM56-5B7/P,07/06/2014
N9019F,Airbus,A319,2 x CFMI CFM56-5B7/P,05/06/2014
N723AV,Airbus,A319,2 x CFMI CFM56-5B7/P,27/06/2014
N726AV,Airbus,A319,2 x CFMI CFM56-5B7/P,14/07/2014
N70020,Airbus,A319,2 x CFMI CFM56-5B6/P,01/09/2014
N9021H,Airbus,A319,2 x CFMI CFM56-5B6/P,19/09/2014
N9022G,Airbus,A319,2 x CFMI CFM56-5B6/P,01/10/2014
N9023N,Airbus,A319,2 x CFMI CFM56-5B7/P,03/11/2014
N90024,Airbus,A319,2 x CFMI CFM56-5B7/P,01/12/2014
N9025B,Airbus,A319,2 x CFMI CFM56-5B7/P,08/12/2014
N9026C,Airbus,A319,2 x CFMI CFM56-5B7/P,15/01/2015
N8027D,Airbus,A319,2 x CFMI CFM56-5B7/P,14/01/2015
N12028,Airbus,A319,2 x CFMI CFM56-5B7/P,02/02/2015
N9029F,Airbus,A319,2 x CFMI CFM56-5B7/P,24/02/2015
N8030F,Airbus,A319,2 x CFMI CFM56-5B7/P,19/03/2015
N8031M,Airbus,A319,2 x CFMI CFM56-5B7/P,21/04/2015
N741AV,Airbus,A319,2 x CFMI CFM56-5B7/P,19/05/2015
N4032T,Airbus,A319,2 x CFMI CFM56-5B7/P,23/06/2015
N751AV,Airbus,A319,2 x CFMI CFM56-5B7/P,26/07/2016
N753AV,Airbus,A319,2 x CFMI CFM56-5B7/P,07/10/2016
N301US,Airbus,A320,2 x CFMI CFM56-5A1,16/03/1989
N302US,Airbus,A320,2 x CFMI CFM56-5A1,02/05/1989
N303US,Airbus,A320,2 x CFMI CFM56-5A1,18/04/1989
N304US,Airbus,A320,2 x CFMI CFM56-5A1,22/05/1989
N305US,Airbus,A320,2 x CFMI CFM56-5A1,03/05/1989
N620AW,Airbus,A320,2 x IAE V2500-A1,20/04/1989
N624AW,Airbus,A320,2 x IAE V2500-A1,23/06/1989
N306US,Airbus,A320,2 x CFMI CFM56-5A1,24/05/1989
N626AW,Airbus,A320,2 x IAE V2500-A1,05/07/1989
N627AW,Airbus,A320,2 x IAE V2500-A1,13/07/1989
N633AW,Airbus,A320,2 x IAE V2500-A1,09/10/1989
N634AW,Airbus,A320,2 x IAE V2500-A1,13/11/1989
N635AW,Airbus,A320,2 x IAE V2500-A1,17/11/1989
N636AW,Airbus,A320,2 x IAE V2500-A1,26/02/1990
N637AW,Airbus,A320,2 x IAE V2500-A1,18/12/1989
N307US,Airbus,A320,2 x CFMI CFM56-5A1,28/02/1990
N308US,Airbus,A320,2 x CFMI CFM56-5A1,13/03/1990
N804RR,Airbus,A320,2 x IAE V2500-A1,05/07/1990
N309US,Airbus,A320,2 x CFMI CFM56-5A1,01/08/1990
N310NW,Airbus,A320,2 x CFMI CFM56-5A1,06/09/1990
N311US,Airbus,A320,2 x CFMI CFM56-5A1,18/09/1990
N312US,Airbus,A320,2 x CFMI CFM56-5A1,12/12/1990
N313US,Airbus,A320,2 x CFMI CFM56-5A1,19/12/1990
N314US,Airbus,A320,2 x CFMI CFM56-5A1,14/01/1991
N164CG,Airbus,A320,2 x IAE V2500-A1,02/07/1991
N315US,Airbus,A320,2 x CFMI CFM56-5A1,29/01/1991
N316US,Airbus,A320,2 x CFMI CFM56-5A1,21/03/1991
N317US,Airbus,A320,2 x CFMI CFM56-5A1,03/04/1991
N318US,Airbus,A320,2 x CFMI CFM56-5A1,25/04/1991
N319US,Airbus,A320,2 x CFMI CFM56-5A1,25/04/1991
N320US,Airbus,A320,2 x CFMI CFM56-5A1,21/05/1991
N645AW,Airbus,A320,2 x IAE V2500-A1,14/08/1991
N321US,Airbus,A320,2 x CFMI CFM56-5A1,21/10/1991
N322US,Airbus,A320,2 x CFMI CFM56-5A1,18/10/1991
N646AW,Airbus,A320,2 x IAE V2500-A1,08/11/1991
N323US,Airbus,A320,2 x CFMI CFM56-5A1,15/11/1991
N324US,Airbus,A320,2 x CFMI CFM56-5A1,15/11/1991
N280RX,Airbus,A320,2 x IAE V2500-A1,06/12/1991
N325US,Airbus,A320,2 x CFMI CFM56-5A1,04/12/1991
N326US,Airbus,A320,2 x CFMI CFM56-5A1,10/12/1991
N291MX,Airbus,A320,2 x IAE V2500-A1,16/01/1992
N292MX,Airbus,A320,2 x IAE V2500-A1,16/01/1992
N327NW,Airbus,A320,2 x CFMI CFM56-5A1,28/01/1992
N328NW,Airbus,A320,2 x CFMI CFM56-5A1,30/01/1992
N329NW,Airbus,A320,2 x CFMI CFM56-5A1,18/02/1992
N330NW,Airbus,A320,2 x CFMI CFM56-5A1,25/02/1992
N644AW,Airbus,A320,2 x IAE V2500-A1,27/03/1992
N331NW,Airbus,A320,2 x CFMI CFM56-5A1,25/03/1992
N332NW,Airbus,A320,2 x CFMI CFM56-5A1,30/03/1992
N333NW,Airbus,A320,2 x CFMI CFM56-5A1,28/04/1992
N332MX,Airbus,A320,2 x IAE V2500-A1,13/05/1992
N334NW,Airbus,A320,2 x CFMI CFM56-5A3,26/05/1992
N335NW,Airbus,A320,2 x CFMI CFM56-5A3,01/06/1992
N347TM,Airbus,A320,2 x IAE V2500-A1,23/06/1992
N336NW,Airbus,A320,2 x CFMI CFM56-5A1,20/07/1992
N337NW,Airbus,A320,2 x CFMI CFM56-5A1,27/08/1992
N338NW,Airbus,A320,2 x CFMI CFM56-5A1,28/08/1992
N339NW,Airbus,A320,2 x CFMI CFM56-5A1,15/09/1992
N369MX,Airbus,A320,2 x IAE V2500-A1,22/09/1992
N340NW,Airbus,A320,2 x CFMI CFM56-5A1,30/09/1992
N341NW,Airbus,A320,2 x CFMI CFM56-5A1,27/10/1992
N342NW,Airbus,A320,2 x CFMI CFM56-5A1,29/10/1992
N343NW,Airbus,A320,2 x CFMI CFM56-5A1,13/11/1992
N344NW,Airbus,A320,2 x CFMI CFM56-5A1,20/11/1992
N345NW,Airbus,A320,2 x CFMI CFM56-5A1,06/01/1993
N347NW,Airbus,A320,2 x CFMI CFM56-5A1,05/02/1993
N348NW,Airbus,A320,2 x CFMI CFM56-5A1,15/02/1993
N349NW,Airbus,A320,2 x CFMI CFM56-5A1,11/03/1993
N350NA,Airbus,A320,2 x CFMI CFM56-5A1,17/03/1993
N401UA,Airbus,A320,2 x IAE V2527-A5,07/09/1993
N402UA,Airbus,A320,2 x IAE V2527-A5,16/09/1993
N403UA,Airbus,A320,2 x IAE V2527-A5,12/10/1993
N330GR,Airbus,A320,2 x IAE V2500-A1,08/09/1993
N640AW,Airbus,A320,2 x IAE V2527-A5,23/09/1993
N404UA,Airbus,A320,2 x IAE V2527-A5,30/09/1993
N405UA,Airbus,A320,2 x IAE V2527-A5,13/10/1993
N406UA,Airbus,A320,2 x IAE V2527-A5,22/10/1993
N407UA,Airbus,A320,2 x IAE V2527-A5,16/11/1993
N408UA,Airbus,A320,2 x IAE V2527-A5,24/11/1993
N409UA,Airbus,A320,2 x IAE V2527-A5,07/01/1994
N410UA,Airbus,A320,2 x IAE V2527-A5,12/01/1994
N411UA,Airbus,A320,2 x IAE V2527-A5,23/01/1994
N412UA,Airbus,A320,2 x IAE V2527-A5,21/01/1994
N467RX,Airbus,A320,2 x IAE V2500-A1,07/03/1994
N413UA,Airbus,A320,2 x IAE V2527-A5,21/02/1994
N414UA,Airbus,A320,2 x IAE V2527-A5,18/03/1994
N415UA,Airbus,A320,2 x IAE V2527-A5,01/09/1994
N416UA,Airbus,A320,2 x IAE V2527-A5,22/04/1994
N417UA,Airbus,A320,2 x IAE V2527-A5,02/06/1994
N418UA,Airbus,A320,2 x IAE V2527-A5,10/06/1994
N419UA,Airbus,A320,2 x IAE V2527-A5,11/07/1994
N420UA,Airbus,A320,2 x IAE V2527-A5,12/07/1994
N421UA,Airbus,A320,2 x IAE V2527-A5,06/10/1994
N422UA,Airbus,A320,2 x IAE V2527-A5,24/10/1994
N423UA,Airbus,A320,2 x IAE V2527-A5,02/11/1994
